id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
1445,The truck is behind the sheep.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000184679.jpg
1446,The sink contains the cat.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000426690.jpg
1447,The cat is behind the laptop.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000333758.jpg
1448,The sandwich is in front of the laptop.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000343655.jpg
1449,The fire hydrant is touching the teddy bear.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000252000.jpg
1450,The person is facing the bear.,facing,False,True,False, True,http://images.cocodataset.org/val2017/000000390826.jpg
1451,The cat is at the edge of the chair.,at the edge of,False,True,False, True,http://images.cocodataset.org/train2017/000000021345.jpg
1452,The person is in front of the toilet.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000184866.jpg
1453,The bed is under the suitcase.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000188109.jpg
1454,The chair is at the left side of the pizza.,at the left side of,True,False,False, False,http://images.cocodataset.org/train2017/000000134769.jpg
1455,The carrot is touching the person.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000442301.jpg
1456,The truck is below the boat.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000365600.jpg
1457,The cow is facing the chair.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000316536.jpg
1458,The person is in front of the oven.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000171584.jpg
1459,The pizza is above the oven.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000457599.jpg
1460,The couch is next to the bed.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000157480.jpg
1461,The handbag contains the teddy bear.,contains,False,False,True, False,http://images.cocodataset.org/train2017/000000494680.jpg
1462,The teddy bear is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000323164.jpg
1463,The dog is touching the laptop.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000474446.jpg
1464,The suitcase is above the bed.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000170442.jpg
1465,The sheep is outside the bottle.,outside,True,True,True, True,http://images.cocodataset.org/train2017/000000097272.jpg
1466,The keyboard is detached from the book.,detached from,False,True,False, True,http://images.cocodataset.org/train2017/000000364860.jpg
1467,The refrigerator is behind the person.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000328810.jpg
1468,The train is on the dining table.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000012681.jpg
1469,The cow is behind the sheep.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000459736.jpg
1470,The apple is behind the banana.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000058008.jpg
1471,The teddy bear is on the bicycle.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000265315.jpg
1472,The chair is far away from the traffic light.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000320693.jpg
1473,The dog is touching the book.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000183453.jpg
1474,The donut is touching the person.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000117884.jpg
1475,The cat is touching the remote.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000056898.jpg
1476,The handbag contains the teddy bear.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000020632.jpg
1477,The train contains the bicycle.,contains,False,False,True, False,http://images.cocodataset.org/val2017/000000492937.jpg
1478,The dog is on top of the motorcycle.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000411417.jpg
1479,The dog is behind the donut.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000108113.jpg
1480,The person is next to the horse.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000497579.jpg
1481,The cat is above the laptop.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000408185.jpg
1482,The car is next to the cow.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000484341.jpg
1483,The person is in the suitcase.,in,False,True,False, True,http://images.cocodataset.org/train2017/000000158601.jpg
1484,The surfboard is over the bed.,over,False,True,False, True,http://images.cocodataset.org/train2017/000000204272.jpg
1485,The chair is under the horse.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000543747.jpg
1486,The person is at the left side of the umbrella.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000080200.jpg
1487,The cat is on the suitcase.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000312056.jpg
1488,The cat is on top of the laptop.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000292101.jpg
1489,The donut is on the dog.,on,False,True,False, True,http://images.cocodataset.org/train2017/000000562328.jpg
1490,The laptop is facing away from the person.,facing away from,True,True,True, True,http://images.cocodataset.org/train2017/000000517967.jpg
1491,The person is touching the pizza.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000072536.jpg
1492,The person is touching the umbrella.,touching,False,True,False, True,http://images.cocodataset.org/val2017/000000198489.jpg
1493,The cat is at the back of the motorcycle.,at the back of,True,True,True, True,http://images.cocodataset.org/train2017/000000546264.jpg
1494,The cat is at the right side of the backpack.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000127799.jpg
1495,The cat is next to the dog.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000410252.jpg
1496,The handbag is behind the bed.,behind,True,False,False, False,http://images.cocodataset.org/train2017/000000336182.jpg
1497,The oven contains the hot dog.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000546401.jpg
1498,The suitcase is below the cat.,below,False,True,False, True,http://images.cocodataset.org/train2017/000000324483.jpg
1499,The toilet is at the left side of the dog.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000145544.jpg
1500,The tv is in front of the teddy bear.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000272510.jpg
1501,The donut is at the right side of the person.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000121068.jpg
1502,The train is behind the person.,behind,True,True,True, True,http://images.cocodataset.org/val2017/000000250127.jpg
1503,The refrigerator contains the cat.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000552028.jpg
1504,The truck contains the cow.,contains,True,True,True, True,http://images.cocodataset.org/train2017/000000001590.jpg
1505,The bicycle is close to the airplane.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000029299.jpg
1506,The laptop is right of the couch.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000275855.jpg
1507,The person is at the right side of the bench.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000569332.jpg
1508,The person is touching the cake.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000206049.jpg
1509,The person is far from the boat.,far from,True,True,True, True,http://images.cocodataset.org/train2017/000000055388.jpg
1510,The cat is at the left side of the person.,at the left side of,False,False,True, False,http://images.cocodataset.org/train2017/000000233005.jpg
1511,The sheep is right of the person.,right of,True,True,True, True,http://images.cocodataset.org/train2017/000000496636.jpg
1512,The vase is at the right side of the cat.,at the right side of,False,False,True, False,http://images.cocodataset.org/train2017/000000152724.jpg
1513,The cat is on top of the suitcase.,on top of,False,True,False, True,http://images.cocodataset.org/train2017/000000013574.jpg
1514,The apple is connected to the dining table.,connected to,False,True,False, True,http://images.cocodataset.org/train2017/000000445565.jpg
1515,The person is on top of the toilet.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000088214.jpg
1516,The sandwich is in the bowl.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000229191.jpg
1517,The bench is under the suitcase.,under,False,False,True, False,http://images.cocodataset.org/train2017/000000039360.jpg
1518,The horse is by the person.,by,True,True,True, True,http://images.cocodataset.org/train2017/000000348805.jpg
1519,The person is touching the pizza.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000049746.jpg
1520,The person is on the bench.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000405873.jpg
1521,The bus is far away from the parking meter.,far away from,True,False,False, False,http://images.cocodataset.org/train2017/000000135023.jpg
1522,The hot dog is far away from the oven.,far away from,True,True,True, True,http://images.cocodataset.org/train2017/000000058677.jpg
